Dates,NORMAL (mm) ,ACTUAL (mm) 
14-Dec-08,0.56,0.1
15-Dec-08,0.36,0.03
16-Dec-08,0.27,0.01
17-Dec-08,0.22,0.04
18-Dec-08,0.12,0.02
19-Dec-08,0.08,0.07
20-Dec-08,0.07,0.02
21-Dec-08,0.12,0
22-Dec-08,0.2,0
23-Dec-08,0.15,0.02
24-Dec-08,0.26,0.03
25-Dec-08,0.17,0.02
26-Dec-08,0.21,0.01
27-Dec-08,0.21,0.02
28-Dec-08,0.24,0.09
29-Dec-08,0.12,0.1
30-Dec-08,0.18,0.02
31-Dec-08,0.13,0
01-Jan-09,0.11,0.01
02-Jan-09,0.09,0
03-Jan-09,0.07,0
04-Jan-09,0.08,0
05-Jan-09,0.11,0
06-Jan-09,0.05,0
07-Jan-09,0.05,0
08-Jan-09,0.04,0.01
09-Jan-09,0.09,0.01
10-Jan-09,0.04,0
11-Jan-09,0.1,0
12-Jan-09,0.04,0
13-Jan-09,0.03,0
14-Jan-09,0.06,0
15-Jan-09,0.21,0
16-Jan-09,0.06,0
17-Jan-09,0.04,0.01
18-Jan-09,0.06,0
19-Jan-09,0.03,0
20-Jan-09,0.01,0
21-Jan-09,0.01,0
22-Jan-09,0.02,0
23-Jan-09,0.05,0
24-Jan-09,0.09,0
25-Jan-09,0.02,0
26-Jan-09,0.03,0
27-Jan-09,0.01,0
28-Jan-09,0.02,0
29-Jan-09,0.04,0.01
30-Jan-09,0.14,0
31-Jan-09,0.1,0.02
01-Feb-09,0.15,0
02-Feb-09,0.02,0
03-Feb-09,0.06,0
04-Feb-09,0.02,0
05-Feb-09,0.03,0
06-Feb-09,0.01,0
07-Feb-09,0.01,0
08-Feb-09,0.06,0
09-Feb-09,0.05,0
10-Feb-09,0.12,0.02
11-Feb-09,0.05,0
12-Feb-09,0.02,0
13-Feb-09,0.06,0
14-Feb-09,0.07,0
15-Feb-09,0.06,0
16-Feb-09,0.06,0
17-Feb-09,0.07,0
18-Feb-09,0.07,0
19-Feb-09,0.1,0
20-Feb-09,0.32,0
21-Feb-09,0.25,0
22-Feb-09,0.27,0
23-Feb-09,0.21,0
24-Feb-09,0.19,0
25-Feb-09,0.11,0
26-Feb-09,0.09,0
27-Feb-09,0.04,0
28-Feb-09,0.11,0
01-Mar-09,0.11,0
02-Mar-09,0.02,0
03-Mar-09,0.06,0
04-Mar-09,0.13,0
05-Mar-09,0.32,0
06-Mar-09,0.52,0
07-Mar-09,0.2,0.01
08-Mar-09,0.31,0.07
09-Mar-09,0.29,0.07
10-Mar-09,0.14,0.02
11-Mar-09,0.21,0.09
12-Mar-09,0.12,3.22
13-Mar-09,0.11,1.77
14-Mar-09,0.2,1.17
15-Mar-09,0.28,1.81
16-Mar-09,0.34,1.07
17-Mar-09,0.18,0.22
18-Mar-09,0.16,0.33
19-Mar-09,0.14,0.08
20-Mar-09,0.06,0.16
21-Mar-09,0.18,0.23
22-Mar-09,0.19,0.07
23-Mar-09,0.23,1.32
24-Mar-09,0.3,3.5
25-Mar-09,0.3,1.58
26-Mar-09,0.23,0.84
27-Mar-09,0.35,0.57
28-Mar-09,0.52,0.87
29-Mar-09,0.51,0.35
30-Mar-09,0.27,0.68
31-Mar-09,0.41,0.1
01-Apr-09,0.62,0.22
02-Apr-09,0.83,0.14
03-Apr-09,0.75,1.56
04-Apr-09,0.64,0.05
05-Apr-09,0.89,0
06-Apr-09,1.01,0.08
07-Apr-09,0.69,0.06
08-Apr-09,0.73,2.44
09-Apr-09,0.79,1.27
10-Apr-09,0.71,0.08
11-Apr-09,0.9,0.02
12-Apr-09,1.21,0.03
13-Apr-09,1.15,0.17
14-Apr-09,1.08,0.16
15-Apr-09,1.25,0.47
16-Apr-09,1.21,0.04
17-Apr-09,1.29,0.06
18-Apr-09,0.9,0.09
19-Apr-09,1.12,0.13
20-Apr-09,1.17,5.64
21-Apr-09,1.32,1.73
22-Apr-09,1.27,1.38
23-Apr-09,1.74,2.83
24-Apr-09,2.12,0.76
25-Apr-09,2.13,0.64
26-Apr-09,1.55,1.9
27-Apr-09,1.9,0.66
28-Apr-09,1.65,1.23
29-Apr-09,1.74,0.69
30-Apr-09,2.29,0.59
01-May-09,2.17,0.77
02-May-09,2.52,0.84
03-May-09,2.38,0.19
04-May-09,2.11,0.36
05-May-09,1.97,2.64
06-May-09,1.98,2.94
07-May-09,1.41,0.66
08-May-09,1.42,1.01
09-May-09,1.63,1.1
10-May-09,1.71,1.22
11-May-09,1.97,0.43
12-May-09,1.84,0.08
13-May-09,2.51,0.02
14-May-09,3.28,0.18
15-May-09,3.17,0.36
16-May-09,3.39,4.96
17-May-09,3.06,3.81
18-May-09,3.57,9.62
19-May-09,2.73,4.82
20-May-09,3.71,21.86
21-May-09,4.29,1.73
22-May-09,3.06,21.94
23-May-09,3.55,0.78
24-May-09,4.18,0.39
25-May-09,4.3,0.75
26-May-09,3.95,0.31
27-May-09,2.95,0.57
28-May-09,3.36,1.28
29-May-09,3.63,4.7
30-May-09,3.65,1.06
31-May-09,3.25,0.98
01-Jun-09,4.35,4.83
02-Jun-09,4.34,3.38
03-Jun-09,4.36,0.41
04-Jun-09,5.24,0.52
05-Jun-09,5.78,2.56
06-Jun-09,6.48,9.25
07-Jun-09,6.14,15.86
08-Jun-09,6.64,7.58
09-Jun-09,5.61,1.99
10-Jun-09,5.01,0.81
11-Jun-09,5.37,2.22
12-Jun-09,5.86,7.56
13-Jun-09,6.46,2.4
14-Jun-09,7.45,5.08
15-Jun-09,7.43,3.95
16-Jun-09,8.04,5.62
17-Jun-09,7.86,8.09
18-Jun-09,7.22,7.58
19-Jun-09,6.68,6.22
20-Jun-09,7.02,2.6
21-Jun-09,7.24,2.81
22-Jun-09,7.88,1.37
23-Jun-09,8.74,1.65
24-Jun-09,8.89,2.03
25-Jun-09,8.73,2.72
26-Jun-09,8.81,2.84
27-Jun-09,9.04,3.25
28-Jun-09,8.01,2.6
29-Jun-09,9.2,1.67
30-Jun-09,10.6,1.67
01-Jul-09,11.32,3.11
02-Jul-09,11.05,7.97
03-Jul-09,9.85,16.02
04-Jul-09,9.68,15.76
05-Jul-09,10.65,14.68
06-Jul-09,10.85,16.13
07-Jul-09,9.9,13.01
08-Jul-09,10.28,12.91
09-Jul-09,9.78,16.81
10-Jul-09,8.87,15.71
11-Jul-09,9.23,6.61
12-Jul-09,9.99,8.25
13-Jul-09,8.9,5.79
14-Jul-09,9.59,11.48
15-Jul-09,9.78,22.93
16-Jul-09,9.27,29.27
17-Jul-09,11.07,16.4
18-Jul-09,10.69,16.46
19-Jul-09,9.79,9.55
20-Jul-09,9.43,8.32
21-Jul-09,10.38,5.39
22-Jul-09,11.27,7.33
23-Jul-09,11.63,4.99
24-Jul-09,10.65,2.86
25-Jul-09,9.9,2.38
26-Jul-09,9.01,1.51
27-Jul-09,9.04,3.59
28-Jul-09,8.86,6.55
29-Jul-09,8.66,9.26
30-Jul-09,9.06,11.46
31-Jul-09,9.13,4.04
01-Aug-09,9.31,5.26
02-Aug-09,9.26,2.18
03-Aug-09,9.13,1.48
04-Aug-09,7.75,3.35
05-Aug-09,8.25,3.05
06-Aug-09,8.07,1.12
07-Aug-09,7.51,1.33
08-Aug-09,7.73,1.84
09-Aug-09,7.95,2.29
10-Aug-09,7.9,1.81
11-Aug-09,7.5,2.34
12-Aug-09,7.74,2.86
13-Aug-09,7.68,1.06
14-Aug-09,7.9,0.97
15-Aug-09,8.21,6.33
16-Aug-09,8.06,3.08
17-Aug-09,7.5,18.23
18-Aug-09,7.1,9.44
19-Aug-09,6.59,6.76
20-Aug-09,6.89,10.07
21-Aug-09,6.93,7.71
22-Aug-09,6.62,9.94
23-Aug-09,6.39,7.75
24-Aug-09,5.87,10.37
25-Aug-09,5.54,17.13
26-Aug-09,4.84,10.99
27-Aug-09,4.37,3.89
28-Aug-09,4.7,3.28
29-Aug-09,4.75,3.13
30-Aug-09,4.65,2.6
31-Aug-09,4.63,4.3
01-Sep-09,4.32,15.89
02-Sep-09,4.95,14
03-Sep-09,4.5,9.27
04-Sep-09,4.55,9.6
05-Sep-09,4.24,13.58
06-Sep-09,4.43,13.62
07-Sep-09,4.02,4.31
08-Sep-09,3.7,2.62
09-Sep-09,4.16,0.93
10-Sep-09,4.25,0.83
11-Sep-09,4.56,0.83
12-Sep-09,4.7,1.7
13-Sep-09,3.81,1.85
14-Sep-09,3.97,17.62
15-Sep-09,4.66,7.52
16-Sep-09,5.38,7.53
17-Sep-09,6.99,6.27
18-Sep-09,6.26,6.8
19-Sep-09,7.7,11.31
20-Sep-09,6.96,7.66
21-Sep-09,7.07,11.86
22-Sep-09,6.64,15.17
23-Sep-09,6.49,9.68
24-Sep-09,6.81,8.26
25-Sep-09,4.76,6.48
26-Sep-09,6.16,3.5
27-Sep-09,6.65,2.05
28-Sep-09,5.95,6.51
29-Sep-09,6.14,12.57
30-Sep-09,6,24.42
01-Oct-09,5.99,35.13
02-Oct-09,7.14,43.2
03-Oct-09,5.86,27.54
04-Oct-09,5.09,10.41
05-Oct-09,4.95,3.81
06-Oct-09,5.61,2.47
07-Oct-09,5.32,0.71
08-Oct-09,6.05,0.46
09-Oct-09,6.04,0.42
10-Oct-09,4.56,0.36
11-Oct-09,4.53,1.63
12-Oct-09,3.62,4.85
13-Oct-09,3.6,7.85
14-Oct-09,3.55,2.58
15-Oct-09,3.78,1.61
16-Oct-09,3.19,0.36
17-Oct-09,3.2,0.15
18-Oct-09,3.55,0.16
19-Oct-09,3.27,0.18
20-Oct-09,3.91,0.62
21-Oct-09,3.51,0.08
22-Oct-09,4.03,0.23
23-Oct-09,3.87,0.07
24-Oct-09,3.87,0.17
25-Oct-09,3.43,0.05
26-Oct-09,3.01,0.12
27-Oct-09,4.46,0.09
28-Oct-09,3.4,0.03
29-Oct-09,2.83,1.4
30-Oct-09,2.66,2.16
31-Oct-09,1.85,0.3
01-Nov-09,2.01,0.2
02-Nov-09,2.68,0.07
03-Nov-09,2.03,0.04
04-Nov-09,1.88,0.34
05-Nov-09,2.55,0.56
06-Nov-09,2.37,0.72
07-Nov-09,2.56,0.93
08-Nov-09,2.94,2.18
09-Nov-09,1.53,5.23
10-Nov-09,1.14,8.69
11-Nov-09,1.07,5.9
12-Nov-09,1.47,4.43
13-Nov-09,1.69,0.38
14-Nov-09,1.3,0.74
15-Nov-09,1.27,2.05
16-Nov-09,1.06,2.62
17-Nov-09,1,9.57
18-Nov-09,0.74,2.92
19-Nov-09,1.1,2.89
20-Nov-09,1.14,3.74
21-Nov-09,1.24,1.95
22-Nov-09,1.68,1.37
23-Nov-09,1.57,0.74
24-Nov-09,0.85,0.4
25-Nov-09,0.66,0.93
26-Nov-09,0.76,0.29
27-Nov-09,0.3,0.5
28-Nov-09,0.47,0.06
29-Nov-09,0.8,0.31
30-Nov-09,0.64,0.18
01-Dec-09,0.5,0.02
02-Dec-09,0.42,0
03-Dec-09,0.79,0.11
04-Dec-09,0.86,0.37
05-Dec-09,0.45,0.71
06-Dec-09,0.47,0.04
07-Dec-09,0.25,0.01
08-Dec-09,0.34,0
09-Dec-09,0.55,0.01
10-Dec-09,0.68,0.02
11-Dec-09,0.48,0
12-Dec-09,0.31,0.01
13-Dec-09,0.51,0
14-Dec-09,0.56,0.09
15-Dec-09,0.36,0.02
16-Dec-09,0.27,0.42
17-Dec-09,0.22,0.29
18-Dec-09,0.12,0.57
19-Dec-09,0.08,0.08
20-Dec-09,0.07,0.03
21-Dec-09,0.12,0
22-Dec-09,0.2,0.12
23-Dec-09,0.15,0.01
24-Dec-09,0.26,0.02
25-Dec-09,0.17,0
26-Dec-09,0.21,0.05
27-Dec-09,0.21,1.51
28-Dec-09,0.24,3.14
29-Dec-09,0.12,4.52
30-Dec-09,0.18,6.6
31-Dec-09,0.13,1.02
01-Jan-10,0.11,5.08
02-Jan-10,0.09,0
03-Jan-10,0.07,0
04-Jan-10,0.08,0
05-Jan-10,0.11,0
06-Jan-10,0.05,0
07-Jan-10,0.05,0
08-Jan-10,0.04,0
09-Jan-10,0.09,0
10-Jan-10,0.04,0
11-Jan-10,0.1,4.33
12-Jan-10,0.04,5.26
13-Jan-10,0.03,7.82
14-Jan-10,0.06,9.07
15-Jan-10,0.21,4.5
16-Jan-10,0.06,0.19
17-Jan-10,0.04,0
18-Jan-10,0.06,0
19-Jan-10,0.03,0.03
20-Jan-10,0.01,0
21-Jan-10,0.01,0
22-Jan-10,0.02,0
23-Jan-10,0.05,0
24-Jan-10,0.09,0
25-Jan-10,0.02,0
26-Jan-10,0.03,0
27-Jan-10,0.01,0
28-Jan-10,0.02,0
29-Jan-10,0.04,0
30-Jan-10,0.14,0
31-Jan-10,0.1,0
01-Feb-10,0.15,0
02-Feb-10,0.02,0
03-Feb-10,0.06,0
04-Feb-10,0.02,0
05-Feb-10,0.03,0
06-Feb-10,0.01,0
07-Feb-10,0.01,0
08-Feb-10,0.06,0
09-Feb-10,0.05,0
10-Feb-10,0.12,0
11-Feb-10,0.05,0
12-Feb-10,0.02,0
13-Feb-10,0.06,0
14-Feb-10,0.07,0.05
15-Feb-10,0.06,0.1
16-Feb-10,0.06,0
17-Feb-10,0.07,0
18-Feb-10,0.07,0.13
19-Feb-10,0.1,0.04
20-Feb-10,0.32,0.01
21-Feb-10,0.25,0
22-Feb-10,0.27,0.04
23-Feb-10,0.21,0.02
24-Feb-10,0.19,0.23
25-Feb-10,0.11,0.03
26-Feb-10,0.09,0.01
27-Feb-10,0.04,0
28-Feb-10,0.11,0
01-Mar-10,0.11,0
02-Mar-10,0.02,0
03-Mar-10,0.06,0
04-Mar-10,0.13,0
05-Mar-10,0.32,0
06-Mar-10,0.52,0.01
07-Mar-10,0.2,0
08-Mar-10,0.31,0
09-Mar-10,0.29,0
10-Mar-10,0.14,0
11-Mar-10,0.21,0
12-Mar-10,0.12,0
13-Mar-10,0.11,0
14-Mar-10,0.2,0.01
15-Mar-10,0.28,0.02
16-Mar-10,0.34,0
17-Mar-10,0.18,4.47
18-Mar-10,0.16,0.57
19-Mar-10,0.14,0
20-Mar-10,0.06,0
21-Mar-10,0.18,0
22-Mar-10,0.19,0
23-Mar-10,0.23,0
24-Mar-10,0.3,0
25-Mar-10,0.3,0.01
26-Mar-10,0.23,0
27-Mar-10,0.35,0
28-Mar-10,0.52,0.21
29-Mar-10,0.51,0.14
30-Mar-10,0.27,0.61
31-Mar-10,0.41,0.88
01-Apr-10,0.62,0.04
02-Apr-10,0.83,0
03-Apr-10,0.75,0
04-Apr-10,0.64,0.02
05-Apr-10,0.89,0.03
06-Apr-10,1.01,0
07-Apr-10,0.69,0
08-Apr-10,0.73,0
09-Apr-10,0.79,1.19
10-Apr-10,0.71,0
11-Apr-10,0.9,0
12-Apr-10,1.21,0.26
13-Apr-10,1.15,1.95
14-Apr-10,1.08,0.89
15-Apr-10,1.25,3.25
16-Apr-10,1.21,0.27
17-Apr-10,1.29,2.07
18-Apr-10,0.9,0.91
19-Apr-10,1.12,1.71
20-Apr-10,1.17,0.13
21-Apr-10,1.32,0.42
22-Apr-10,1.27,1.01
23-Apr-10,1.74,1.55
24-Apr-10,2.12,1.73
25-Apr-10,2.13,1.79
26-Apr-10,1.55,0.18
27-Apr-10,1.9,1.2
28-Apr-10,1.65,1.87
29-Apr-10,1.74,0.98
30-Apr-10,2.29,6.03
01-May-10,2.17,3.07
02-May-10,2.52,0.59
03-May-10,2.38,3.02
04-May-10,2.11,0.02
05-May-10,1.97,0.41
06-May-10,1.98,0.3
07-May-10,1.41,0.25
08-May-10,1.42,1.65
09-May-10,1.63,0.64
10-May-10,1.71,0.92
11-May-10,1.97,0.26
12-May-10,1.84,1.42
13-May-10,2.51,0.35
14-May-10,3.28,0.31
15-May-10,3.17,0.93
16-May-10,3.39,0.16
17-May-10,3.06,1.61
18-May-10,3.57,0.57
19-May-10,2.73,3.79
20-May-10,3.71,11.87
21-May-10,4.29,4.81
22-May-10,3.06,5.18
23-May-10,3.55,7.77
24-May-10,4.18,3.77
25-May-10,4.3,0
26-May-10,3.95,0.04
27-May-10,2.95,0.1
28-May-10,3.36,0
29-May-10,3.63,0.01
30-May-10,3.65,3.18
31-May-10,3.25,5.9
01-Jun-10,4.35,2.32
02-Jun-10,4.34,4.55
03-Jun-10,4.36,3.86
04-Jun-10,5.24,1.74
05-Jun-10,5.78,7.37
06-Jun-10,6.48,2.18
07-Jun-10,6.14,0.88
08-Jun-10,6.64,2.1
09-Jun-10,5.61,0.81
10-Jun-10,5.01,5.05
11-Jun-10,5.37,9.04
12-Jun-10,5.86,6.57
13-Jun-10,6.46,12.01
14-Jun-10,7.45,8.46
15-Jun-10,7.43,11.93
16-Jun-10,8.04,7.04
17-Jun-10,7.86,12.72
18-Jun-10,7.22,8.17
19-Jun-10,6.68,4.05
20-Jun-10,7.02,5.83
21-Jun-10,7.24,2.01
22-Jun-10,7.88,1.17
23-Jun-10,8.74,4.68
24-Jun-10,8.89,7.38
25-Jun-10,8.73,5.31
26-Jun-10,8.81,8.53
27-Jun-10,9.04,7.59
28-Jun-10,8.01,1
29-Jun-10,9.2,2.18
30-Jun-10,10.6,1.97
01-Jul-10,11.32,3.32
02-Jul-10,11.05,12.9
03-Jul-10,9.85,8.64
04-Jul-10,9.68,5.85
05-Jul-10,10.65,4.83
06-Jul-10,10.85,9.75
07-Jul-10,9.9,10.23
08-Jul-10,10.28,5.05
09-Jul-10,9.78,4.13
10-Jul-10,8.87,2.79
11-Jul-10,9.23,9.02
12-Jul-10,9.99,1.2
13-Jul-10,8.9,3.28
14-Jul-10,9.59,1.04
15-Jul-10,9.78,2.39
16-Jul-10,9.27,10.53
17-Jul-10,11.07,10.66
18-Jul-10,10.69,4.07
19-Jul-10,9.79,5.25
20-Jul-10,9.43,13.75
21-Jul-10,10.38,10.82
22-Jul-10,11.27,15.4
23-Jul-10,11.63,6.42
24-Jul-10,10.65,6.51
25-Jul-10,9.9,10.15
26-Jul-10,9.01,15.71
27-Jul-10,9.04,10.08
28-Jul-10,8.86,12.23
29-Jul-10,8.66,19.74
30-Jul-10,9.06,18.43
31-Jul-10,9.13,14.93
01-Aug-10,9.31,6.34
02-Aug-10,9.26,3.2
03-Aug-10,9.13,3.67
04-Aug-10,7.75,10.85
05-Aug-10,8.25,2.54
06-Aug-10,8.07,1.77
07-Aug-10,7.51,4.14
08-Aug-10,7.73,6.78
09-Aug-10,7.95,2.58
10-Aug-10,7.9,0.98
11-Aug-10,7.5,3.1
12-Aug-10,7.74,1.39
13-Aug-10,7.68,14.44
14-Aug-10,7.9,6.21
15-Aug-10,8.21,2.06
16-Aug-10,8.06,10.98
17-Aug-10,7.5,7.05
18-Aug-10,7.1,9.23
19-Aug-10,6.59,1.58
20-Aug-10,6.89,7.99
21-Aug-10,6.93,10.04
22-Aug-10,6.62,27.12
23-Aug-10,6.39,3.73
24-Aug-10,5.87,14.68
25-Aug-10,5.54,20.22
26-Aug-10,4.84,20.71
27-Aug-10,4.37,8.32
28-Aug-10,4.7,3.33
29-Aug-10,4.75,4.51
30-Aug-10,4.65,3.72
31-Aug-10,4.63,16.88
01-Sep-10,4.32,4.57
02-Sep-10,4.95,1.76
03-Sep-10,4.5,5.14
04-Sep-10,4.55,4.36
05-Sep-10,4.24,3.27
06-Sep-10,4.43,3.88
07-Sep-10,4.02,8.3
08-Sep-10,3.7,6.92
09-Sep-10,4.16,5.55
10-Sep-10,4.25,4.49
11-Sep-10,4.56,7.92
12-Sep-10,4.7,1.18
13-Sep-10,3.81,1.61
14-Sep-10,3.97,1.93
15-Sep-10,4.66,3.97
16-Sep-10,5.38,7.91
17-Sep-10,6.99,5.15
18-Sep-10,6.26,3.17
19-Sep-10,7.7,2.42
20-Sep-10,6.96,1.93
21-Sep-10,7.07,1.03
22-Sep-10,6.64,12.03
23-Sep-10,6.49,3.48
24-Sep-10,6.81,16.41
25-Sep-10,4.76,7.9
26-Sep-10,6.16,10.92
27-Sep-10,6.65,9.58
28-Sep-10,5.95,3.86
29-Sep-10,6.14,1.26
30-Sep-10,6,2.01
01-Oct-10,5.99,5.01
02-Oct-10,7.14,2.71
03-Oct-10,5.86,11
04-Oct-10,5.09,14.39
05-Oct-10,4.95,7.48
06-Oct-10,5.61,6
07-Oct-10,5.32,5.87
08-Oct-10,6.05,1.23
09-Oct-10,6.04,1.2
10-Oct-10,4.56,1.14
11-Oct-10,4.53,0.29
12-Oct-10,3.62,0.23
13-Oct-10,3.6,1.07
14-Oct-10,3.55,3.11
15-Oct-10,3.78,5.97
16-Oct-10,3.19,2.08
17-Oct-10,3.2,3.24
18-Oct-10,3.55,6.12
19-Oct-10,3.27,3.77
20-Oct-10,3.91,2.92
21-Oct-10,3.51,2.47
22-Oct-10,4.03,5.09
23-Oct-10,3.87,6.76
24-Oct-10,3.87,6.36
25-Oct-10,3.43,2.35
26-Oct-10,3.01,0.79
27-Oct-10,4.46,4.25
28-Oct-10,3.4,3.96
29-Oct-10,2.83,0.9
30-Oct-10,2.66,0.33
31-Oct-10,1.85,4.96
01-Nov-10,2.01,3.81
02-Nov-10,2.68,11.12
03-Nov-10,2.03,13.51
04-Nov-10,1.88,8.93
05-Nov-10,2.55,7.11
06-Nov-10,2.37,8.79
07-Nov-10,2.56,1.84
08-Nov-10,2.94,24.7
09-Nov-10,1.53,10.63
10-Nov-10,1.14,5.24
11-Nov-10,1.07,4.14
12-Nov-10,1.47,16.17
13-Nov-10,1.69,3.73
14-Nov-10,1.3,2.56
15-Nov-10,1.27,2.26
16-Nov-10,1.06,2.06
17-Nov-10,1,4.85
18-Nov-10,0.74,4.73
19-Nov-10,1.1,1.44
20-Nov-10,1.14,0.4
21-Nov-10,1.24,1.19
22-Nov-10,1.68,1.62
23-Nov-10,1.57,4.54
24-Nov-10,0.85,3.99
25-Nov-10,0.66,0.06
26-Nov-10,0.76,0.05
27-Nov-10,0.3,0.53
28-Nov-10,0.47,0
29-Nov-10,0.8,0.23
30-Nov-10,0.64,0
01-Dec-10,0.5,0.02
02-Dec-10,0.42,0.64
03-Dec-10,0.79,0.33
04-Dec-10,0.86,0.07
05-Dec-10,0.45,0
06-Dec-10,0.47,0.01
07-Dec-10,0.25,0.07
08-Dec-10,0.34,0.05
09-Dec-10,0.55,0.01
10-Dec-10,0.68,0.7
11-Dec-10,0.48,0.79
12-Dec-10,0.31,0.04
13-Dec-10,0.51,0.07
14-Dec-10,0.56,0.12
15-Dec-10,0.36,0.15
16-Dec-10,0.27,0.34
17-Dec-10,0.22,0.09
18-Dec-10,0.12,0.42
19-Dec-10,0.08,0
20-Dec-10,0.07,0.05
21-Dec-10,0.12,0.11
22-Dec-10,0.2,0
23-Dec-10,0.15,0
24-Dec-10,0.26,0
25-Dec-10,0.17,0
26-Dec-10,0.21,0
27-Dec-10,0.21,0
28-Dec-10,0.24,0
29-Dec-10,0.12,0
30-Dec-10,0.18,0
31-Dec-10,0.13,0
01-Jan-11,0.11,0.01
02-Jan-11,0.09,0
03-Jan-11,0.07,0
04-Jan-11,0.08,0
05-Jan-11,0.11,0.01
06-Jan-11,0.05,0
07-Jan-11,0.05,0
08-Jan-11,0.04,0
09-Jan-11,0.09,0
10-Jan-11,0.04,0
11-Jan-11,0.1,0
12-Jan-11,0.04,0
13-Jan-11,0.03,0
14-Jan-11,0.06,0
15-Jan-11,0.21,0
16-Jan-11,0.06,0
17-Jan-11,0.04,0
18-Jan-11,0.06,0
19-Jan-11,0.03,0
20-Jan-11,0.01,0
21-Jan-11,0.01,0
22-Jan-11,0.02,0
23-Jan-11,0.05,0
24-Jan-11,0.09,0
25-Jan-11,0.02,0
26-Jan-11,0.03,0
27-Jan-11,0.01,0
28-Jan-11,0.02,0
29-Jan-11,0.04,0
30-Jan-11,0.14,0
31-Jan-11,0.1,0
01-Feb-11,0.15,0
02-Feb-11,0.02,0
03-Feb-11,0.06,0
04-Feb-11,0.02,0
05-Feb-11,0.03,0
06-Feb-11,0.01,0
07-Feb-11,0.01,0
08-Feb-11,0.06,0
09-Feb-11,0.05,0
10-Feb-11,0.12,0
11-Feb-11,0.05,0
12-Feb-11,0.02,0
13-Feb-11,0.06,0
14-Feb-11,0.07,0
15-Feb-11,0.06,0
16-Feb-11,0.06,0
17-Feb-11,0.07,0
18-Feb-11,0.07,0
19-Feb-11,0.1,0
20-Feb-11,0.32,0.06
21-Feb-11,0.25,0.89
22-Feb-11,0.27,0.2
23-Feb-11,0.21,0.18
24-Feb-11,0.19,1.66
25-Feb-11,0.11,0.72
26-Feb-11,0.09,1.23
27-Feb-11,0.04,0.13
28-Feb-11,0.11,0
01-Mar-11,0.11,0
02-Mar-11,0.02,0
03-Mar-11,0.06,0
04-Mar-11,0.13,0
05-Mar-11,0.32,0
06-Mar-11,0.52,0
07-Mar-11,0.2,0
08-Mar-11,0.31,0
09-Mar-11,0.29,0
10-Mar-11,0.14,0
11-Mar-11,0.21,0
12-Mar-11,0.12,0
13-Mar-11,0.11,0
14-Mar-11,0.2,0
15-Mar-11,0.28,0
16-Mar-11,0.34,0
17-Mar-11,0.18,0
18-Mar-11,0.16,0
19-Mar-11,0.14,0
20-Mar-11,0.06,0
21-Mar-11,0.18,0
22-Mar-11,0.19,0
23-Mar-11,0.23,0
24-Mar-11,0.3,0.14
25-Mar-11,0.3,0.27
26-Mar-11,0.23,3.03
27-Mar-11,0.35,0.4
28-Mar-11,0.52,0.18
29-Mar-11,0.51,0
30-Mar-11,0.27,0
31-Mar-11,0.41,0
01-Apr-11,0.62,0
02-Apr-11,0.83,0.3
03-Apr-11,0.75,1.37
04-Apr-11,0.64,0
05-Apr-11,0.89,0
06-Apr-11,1.01,0.04
07-Apr-11,0.69,0
08-Apr-11,0.73,0.23
09-Apr-11,0.79,0.24
10-Apr-11,0.71,1.23
11-Apr-11,0.9,3.36
12-Apr-11,1.21,0.06
13-Apr-11,1.15,0.04
14-Apr-11,1.08,1.9
15-Apr-11,1.25,5.59
16-Apr-11,1.21,5.68
17-Apr-11,1.29,0.94
18-Apr-11,0.9,2.9
19-Apr-11,1.12,0.86
20-Apr-11,1.17,6.1
21-Apr-11,1.32,3.06
22-Apr-11,1.27,12.21
23-Apr-11,1.74,11.01
24-Apr-11,2.12,4.16
25-Apr-11,2.13,0.5
26-Apr-11,1.55,1.62
27-Apr-11,1.9,0.05
28-Apr-11,1.65,0
29-Apr-11,1.74,3.87
30-Apr-11,2.29,0.07
01-May-11,2.17,2.87
02-May-11,2.52,3.2
03-May-11,2.38,1.12
04-May-11,2.11,1.07
05-May-11,1.97,0.05
06-May-11,1.98,0
07-May-11,1.41,0
08-May-11,1.42,0
09-May-11,1.63,0.01
10-May-11,1.71,0.06
11-May-11,1.97,0.61
12-May-11,1.84,0.54
13-May-11,2.51,0.43
14-May-11,3.28,2.55
15-May-11,3.17,2.41
16-May-11,3.39,3.87
17-May-11,3.06,1.07
18-May-11,3.57,6.92
19-May-11,2.73,1.77
20-May-11,3.71,3.03
21-May-11,4.29,0.19
22-May-11,3.06,0.09
23-May-11,3.55,0.09
24-May-11,4.18,1.44
25-May-11,4.3,4.39
26-May-11,3.95,5.58
27-May-11,2.95,2.57
28-May-11,3.36,2.13
29-May-11,3.63,0.29
30-May-11,3.65,5.36
31-May-11,3.25,9.66
01-Jun-11,4.35,2.88
02-Jun-11,4.34,14.44
03-Jun-11,4.36,18.41
04-Jun-11,5.24,7.59
05-Jun-11,5.78,7.55
06-Jun-11,6.48,6.9
07-Jun-11,6.14,8.24
08-Jun-11,6.64,5.83
09-Jun-11,5.61,4.78
10-Jun-11,5.01,8.19
11-Jun-11,5.37,8.92
12-Jun-11,5.86,9.77
13-Jun-11,6.46,7.57
14-Jun-11,7.45,6.84
15-Jun-11,7.43,10.2
16-Jun-11,8.04,8.9
